ID,Wahlbeteiligung,CDU,LINKE,SPD,Gruen,AfD,FDP,PMUT,FW,MLPD,Volt
01100,0.731413276,0.120103211,0.062926876,0.182654199,0.311957036,0.036839812,0.177173526,0.016425495,0.004765383,0.000000000,0.014619028
01101,0.857003309,0.150124530,0.057899260,0.199270706,0.332549146,0.043070345,0.156294657,0.009954640,0.003183735,0.000497732,0.013335718
01102,0.817178151,0.145055339,0.076657711,0.196622953,0.306975207,0.048832659,0.163713770,0.013790580,0.006898742,0.000548371,0.017710477
01103,0.846045206,0.122376556,0.067575412,0.163471360,0.355657468,0.025517631,0.197158008,0.012040968,0.004135872,0.000500280,0.018945503
01104,0.870130806,0.123611367,0.090379767,0.194656760,0.381810104,0.030493144,0.129964647,0.008694848,0.005579385,0.000000000,0.012360143
01105,0.827327469,0.129481582,0.113069990,0.212270124,0.345759710,0.039926982,0.112826122,0.007091555,0.005406928,0.000000000,0.012715820
01106,0.861536383,0.165484861,0.095192529,0.181930606,0.296984986,0.039044242,0.170384494,0.004502302,0.005040697,0.001594026,0.016511574
01107,0.805953476,0.107458965,0.115295667,0.165840665,0.370325214,0.043483244,0.145474980,0.006023082,0.006041340,0.000000000,0.012629403
01108,0.827026373,0.187354158,0.100948186,0.172953162,0.286530379,0.035348509,0.176927474,0.008379005,0.001909821,0.000000000,0.008301671
01109,0.659450779,0.174523944,0.092152752,0.252221502,0.241850946,0.072014828,0.083708137,0.021020706,0.007608669,0.000000000,0.008624862
01110,0.868362467,0.132436229,0.095920064,0.213292289,0.358371861,0.030528737,0.115688798,0.011778562,0.001444617,0.000000000,0.013385100
01111,0.859539472,0.108105031,0.111097936,0.197636032,0.377276694,0.022643621,0.121869545,0.007811907,0.001617402,0.001124118,0.018939250
01112,0.830406071,0.106407762,0.136100884,0.154761432,0.380385105,0.031409133,0.123386336,0.011857016,0.003618276,0.000000000,0.014948671
01113,0.849753868,0.099420611,0.113696853,0.168164171,0.433639692,0.027595509,0.108013786,0.008648891,0.002062117,0.000000000,0.013616830
01114,0.838792820,0.093555451,0.119086825,0.185907727,0.397893412,0.025954204,0.099059117,0.007373744,0.005345535,0.000000000,0.019677068
01115,0.801383244,0.151423828,0.130707042,0.193064929,0.259726784,0.066869383,0.114267153,0.017098567,0.001488793,0.000000000,0.010376439
01116,0.841110825,0.131376710,0.126133179,0.182421296,0.310285149,0.057936377,0.133004368,0.009374485,0.001699769,0.000000000,0.017049201
01117,0.872800022,0.104818649,0.099444817,0.163438950,0.443154937,0.025712501,0.105282821,0.005475094,0.003794514,0.000000000,0.018110265
01118,0.861411147,0.091570457,0.127806193,0.162974805,0.418867626,0.029383807,0.115342287,0.006905733,0.004178005,0.000483426,0.015175329
01119,0.889270169,0.098355043,0.121069000,0.165025994,0.432683822,0.030064844,0.104367270,0.012785871,0.003535150,0.000000000,0.010886037
01120,0.843810225,0.087077905,0.126484651,0.160476387,0.414216420,0.045946438,0.106304284,0.009224683,0.005942794,0.000509981,0.015566456
01121,0.873216128,0.091394725,0.104663774,0.177359974,0.422077417,0.032486108,0.119260485,0.008056710,0.002252379,0.000000000,0.019332648
01122,0.871178221,0.106315194,0.128228917,0.169349145,0.382370629,0.018714542,0.150021791,0.006890324,0.001122853,0.000000000,0.008846753
01123,0.850885080,0.116032021,0.095290347,0.154751208,0.412856258,0.019328209,0.150636350,0.008458707,0.002244574,0.000000000,0.013301220
01124,0.688436451,0.133849524,0.079974898,0.213202435,0.283900367,0.049669958,0.137102209,0.016239325,0.008248973,0.000000000,0.013031134
01125,0.822301704,0.117277098,0.090423686,0.172101712,0.355909118,0.029100736,0.161178589,0.012264590,0.005065286,0.000445590,0.013789225
01200,0.765653029,0.166106468,0.130878519,0.217067467,0.153300420,0.074219424,0.185772361,0.014896524,0.006271427,0.003592533,0.006534622
01201,0.790006450,0.171220657,0.122746783,0.208786572,0.166561093,0.078717452,0.178413982,0.014665596,0.003983119,0.000633440,0.007966238
01202,0.767855328,0.195106870,0.127566293,0.228903416,0.163129747,0.090337576,0.140681725,0.011853355,0.002925646,0.000908017,0.008070514
01203,0.763445546,0.181761670,0.128431552,0.236283464,0.177384450,0.074833178,0.144633972,0.007026250,0.006220192,0.001842972,0.006527139
01204,0.783923669,0.183577107,0.137480227,0.219771224,0.189804106,0.060341957,0.156293780,0.010574967,0.000821094,0.001835055,0.007461468
01205,0.724912715,0.164299736,0.170107785,0.212790327,0.190755357,0.077402897,0.110326985,0.014823965,0.001129799,0.001994220,0.004420652
01206,0.727832851,0.111973186,0.202191570,0.247680024,0.192044483,0.076420770,0.086172923,0.014940624,0.006972988,0.001604811,0.007583150
01207,0.787195571,0.128274516,0.223078551,0.279514730,0.175365011,0.064206616,0.061512238,0.011572191,0.007528272,0.001742177,0.006841746
01208,0.849316273,0.117537313,0.126861955,0.176751947,0.381072724,0.026702890,0.128073527,0.007934679,0.005024677,0.000000000,0.013505679
01209,0.831281508,0.105236737,0.131056163,0.178948367,0.371830348,0.034537118,0.115402275,0.009167656,0.007376979,0.000000000,0.011907240
01210,0.825104972,0.105654031,0.139974883,0.170922642,0.362863171,0.045375088,0.127392139,0.011686389,0.004867821,0.000650249,0.009173460
01211,0.759407147,0.102591227,0.165893467,0.163878429,0.347241820,0.067054205,0.086759269,0.017770217,0.003554043,0.000571582,0.009394414
01212,0.829653428,0.094455429,0.150556253,0.165474648,0.328081847,0.052657508,0.138991361,0.010769773,0.004105035,0.000000000,0.015713514
01213,0.758019731,0.095142659,0.186012872,0.179098971,0.271621140,0.054548123,0.129569611,0.018523721,0.002171862,0.004343724,0.013630741
01214,0.724651768,0.122695742,0.148730452,0.178179856,0.251581784,0.055418805,0.165548909,0.013854701,0.003221879,0.000000000,0.010052822
01215,0.794629111,0.167624583,0.218507136,0.275397172,0.131194347,0.077465900,0.052442455,0.026072665,0.005060400,0.001917381,0.003221943
01216,0.809509998,0.134269013,0.227262133,0.277548338,0.127621986,0.075471258,0.066540190,0.030144687,0.006707624,0.000694535,0.003314191
01217,0.681021009,0.128542915,0.218486812,0.254392086,0.145646565,0.082014613,0.083016285,0.019871155,0.007097262,0.000588611,0.007097262
01218,0.718847717,0.136178894,0.215386587,0.282529417,0.120706212,0.103081147,0.057226032,0.020085548,0.006442752,0.001958021,0.007895430
01219,0.671864904,0.116808495,0.191006763,0.268343734,0.177574501,0.101290850,0.052329773,0.026957293,0.005454078,0.002450663,0.007404172
01220,0.757041252,0.115762565,0.221767764,0.227001733,0.190415945,0.078994801,0.083622184,0.013310225,0.006213172,0.001282496,0.011143847
01221,0.814319171,0.149366967,0.117084849,0.214822569,0.246315889,0.050128984,0.147122677,0.014852037,0.006874511,0.000000000,0.013332237
01222,0.745409201,0.134152611,0.179444981,0.249002277,0.198832838,0.049914701,0.090610985,0.022816782,0.009267822,0.000000000,0.008173222
01223,0.860992502,0.126015323,0.150187235,0.240051140,0.264975621,0.053849467,0.107009629,0.013978658,0.006403997,0.000413143,0.006748375
01224,0.782918682,0.122249074,0.228387305,0.287546319,0.138005478,0.074722088,0.055743515,0.020299662,0.006605445,0.001353311,0.003898824
01225,0.799780004,0.130984807,0.196416682,0.286272017,0.163095454,0.069608377,0.063040978,0.016584952,0.009745173,0.002481690,0.001028993
01226,0.712160293,0.113594066,0.232319473,0.198713177,0.170238222,0.101137935,0.068462193,0.028767415,0.012110497,0.000000000,0.010448793
01227,0.817610783,0.104519735,0.148948863,0.185381792,0.372859397,0.035119701,0.078835431,0.015664743,0.009263737,0.000477122,0.008687405
01228,0.850619846,0.137364114,0.119873014,0.250130327,0.263898513,0.054608179,0.108151756,0.013230566,0.011276550,0.000443998,0.004972633
01229,0.818710143,0.109164256,0.133500694,0.188206277,0.381505205,0.022330624,0.101199359,0.006935952,0.007765573,0.000483048,0.009697763
01300,0.682119071,0.064137777,0.158990060,0.183532577,0.343967919,0.047371602,0.083735432,0.027713349,0.006779492,0.000000000,0.008626240
01301,0.756053511,0.080623277,0.158412223,0.201703012,0.341712771,0.038258300,0.082061131,0.021528160,0.003456712,0.001396477,0.006941008
01302,0.695383886,0.093115793,0.142495577,0.203618227,0.310663424,0.054128594,0.078080072,0.021955413,0.000000000,0.000000000,0.013209255
01303,0.696256878,0.083942109,0.141753932,0.232920877,0.317508442,0.041319029,0.065325717,0.014960451,0.000000000,0.000000000,0.012480456
01304,0.778701443,0.091520707,0.133586946,0.244595320,0.314127458,0.041414595,0.087751741,0.015040640,0.004306132,0.000000000,0.014177652
01305,0.829503534,0.141428725,0.090235385,0.237093584,0.323179126,0.040868438,0.093173797,0.021019705,0.009700691,0.000000000,0.009650986
01306,0.835893027,0.082180832,0.101360818,0.249426339,0.413828123,0.029869708,0.061989221,0.008792334,0.009627752,0.000000000,0.009678097
01307,0.797322225,0.155214002,0.067237664,0.264054333,0.316325772,0.041039285,0.094511793,0.018843359,0.006297016,0.000000000,0.006344703
01308,0.833110552,0.088851081,0.096128942,0.245420115,0.400020815,0.034802872,0.078545152,0.012940330,0.003595491,0.000000000,0.005633510
01309,0.858719069,0.112947884,0.110637865,0.214019707,0.429233991,0.025715451,0.055057972,0.010397913,0.002000070,0.000000000,0.008795408
01310,0.797476299,0.118106541,0.111953639,0.249478084,0.369273198,0.030487897,0.062482712,0.007948817,0.002522538,0.000000000,0.006206573
01311,0.848492416,0.093541715,0.096762874,0.225993522,0.387110130,0.040644701,0.091212666,0.014451469,0.005157824,0.000950743,0.014653525
01312,0.817311559,0.100627359,0.109228146,0.230328702,0.398324170,0.036539492,0.066965468,0.012649375,0.002607941,0.000869314,0.003911911
01313,0.828903021,0.129727936,0.088953267,0.244697690,0.356492719,0.039711159,0.082707684,0.009271281,0.005581736,0.000898677,0.005486900
01314,0.725656698,0.129527930,0.103562368,0.254985496,0.290097381,0.043992315,0.095761504,0.016445389,0.004184318,0.000000000,0.008798463
01315,0.748364665,0.122917276,0.104459107,0.215826761,0.331636179,0.052234730,0.084321039,0.015665242,0.006341679,0.000000000,0.007087150
01316,0.642159950,0.188715349,0.086426948,0.283940956,0.168577367,0.054297481,0.107798490,0.012485465,0.008496166,0.000000000,0.008313005
01317,0.733560091,0.151296091,0.105710355,0.241766245,0.311817225,0.031370539,0.091683975,0.011868476,0.003182909,0.001564481,0.008334907
01318,0.775870858,0.161052312,0.100590035,0.257196930,0.290952156,0.044020377,0.096278979,0.010652877,0.005485752,0.000000000,0.006526087
01319,0.758783050,0.155452901,0.086912161,0.249515416,0.303640692,0.047924269,0.100870686,0.015594322,0.005971495,0.000000000,0.008443969
01320,0.849324349,0.211943908,0.068010759,0.244029673,0.283430579,0.038240462,0.110676095,0.008470165,0.003953105,0.000000000,0.008312908
01321,0.776952976,0.229166755,0.074203185,0.231147388,0.235592408,0.054473239,0.119917932,0.010810203,0.004344238,0.000000000,0.003610120
01322,0.718868095,0.223809372,0.071337632,0.231000427,0.207869920,0.053499814,0.134004165,0.011299255,0.009528205,0.000000000,0.007573002
01323,0.810058200,0.197704684,0.068793436,0.264111803,0.206864666,0.067045591,0.126202026,0.016915817,0.007545457,0.000000000,0.012002525
01324,0.730215656,0.183172569,0.082665650,0.189099138,0.252756823,0.035048890,0.173724894,0.010459711,0.003795887,0.000484997,0.009046764
01325,0.722260704,0.135514769,0.113441748,0.231333263,0.291971931,0.035079796,0.125190585,0.007180855,0.002406753,0.000000000,0.004528576
01326,0.794983869,0.126993871,0.113685313,0.235295808,0.321846609,0.038227716,0.108462083,0.009721695,0.004751003,0.000911601,0.006048598
01327,0.755711054,0.125388529,0.100695817,0.197277626,0.348344440,0.036767783,0.130900811,0.006891795,0.002594524,0.000425687,0.006466108
01400,0.680829543,0.093524546,0.143939680,0.166169764,0.352129132,0.048425952,0.076257194,0.015367802,0.005552411,0.000000000,0.005060226
01401,0.719902800,0.057793858,0.157682067,0.181946788,0.406455416,0.049460355,0.060428057,0.025563528,0.001908575,0.000000000,0.002544767
01402,0.661873036,0.066404882,0.169126107,0.191886349,0.360662298,0.048046621,0.064341454,0.018608374,0.003213946,0.001150518,0.016995148
01403,0.772789176,0.079094588,0.132994077,0.191432934,0.407351782,0.031527941,0.069009222,0.016043102,0.004429473,0.000000000,0.007481604
01404,0.686296682,0.092744449,0.165098823,0.198379403,0.356330096,0.031083536,0.060834258,0.012667265,0.007685235,0.000000000,0.017448157
01405,0.687619333,0.079882844,0.151340074,0.218183277,0.346092120,0.048427219,0.075810464,0.012598299,0.005917991,0.000000000,0.011494945
01406,0.767742072,0.064795417,0.128038822,0.200647740,0.415686861,0.040662277,0.062142460,0.019434349,0.004918979,0.000000000,0.010278336
01407,0.757709662,0.070000576,0.110417065,0.195205794,0.396998797,0.055716618,0.088995019,0.012016638,0.005519686,0.000000000,0.011856354
01408,0.818014720,0.087860685,0.130146288,0.211766543,0.402091777,0.024823947,0.067689506,0.013958304,0.004652768,0.000541904,0.009529908
01409,0.776641403,0.099397770,0.145697931,0.202522211,0.341541947,0.045048000,0.055512492,0.021376185,0.004322938,0.008407370,0.003040964
01410,0.811370403,0.079917364,0.129781496,0.208760646,0.406252596,0.024008543,0.071505863,0.013208954,0.006961626,0.001500534,0.013749997
01411,0.744801752,0.084369623,0.147550845,0.223345770,0.330717546,0.038753229,0.083409016,0.013386907,0.006273434,0.000000000,0.009459295
01412,0.786301040,0.083959341,0.118689276,0.232137287,0.371852836,0.041259652,0.071498949,0.006007923,0.006897014,0.000000000,0.007463992
01413,0.733496208,0.097237563,0.117205586,0.223340243,0.356080437,0.048812964,0.055737970,0.014525867,0.009189628,0.000000000,0.009487207
01414,0.765127913,0.072274727,0.164701983,0.182531733,0.388705002,0.027505577,0.047820217,0.019412143,0.007858736,0.000000000,0.012010704
01415,0.798423760,0.068988849,0.150226208,0.181149217,0.394132126,0.031226570,0.078516281,0.013982101,0.006839270,0.001484890,0.009527432
01416,0.720445068,0.091997915,0.127084191,0.212059364,0.349683154,0.040375278,0.070381039,0.019927029,0.007417771,0.000000000,0.006677091
01417,0.684313827,0.102966904,0.143439562,0.174632974,0.351900353,0.035541460,0.064059543,0.019939639,0.003355670,0.001283953,0.004046243
01418,0.693956630,0.088778709,0.153914881,0.222170137,0.308126246,0.053883831,0.084978515,0.011054018,0.001658704,0.002624278,0.008565963
01419,0.776997099,0.059745575,0.158376565,0.177617839,0.387910005,0.035091535,0.073376355,0.016641168,0.007419692,0.001003463,0.008613467
01420,0.773884049,0.092378333,0.125305263,0.189145540,0.379212629,0.033161925,0.085056629,0.017341240,0.008049727,0.000000000,0.008927502
01421,0.716675211,0.125122006,0.122134338,0.196046398,0.281263391,0.077590106,0.080658120,0.035117007,0.012968385,0.003594725,0.010037257
01422,0.747338951,0.099630884,0.153826788,0.172822662,0.378780496,0.025817822,0.054953221,0.017668031,0.002913540,0.000000000,0.008937563
01423,0.659596747,0.090578658,0.118357876,0.269459712,0.236332054,0.069511563,0.083609872,0.014562377,0.001249611,0.000000000,0.007593591
01424,0.754024124,0.093639207,0.153186095,0.215656968,0.337627850,0.049772084,0.066233171,0.019623145,0.002095783,0.000419157,0.002514939
01425,0.773903352,0.065468198,0.202531646,0.176419977,0.373619784,0.042289692,0.048116909,0.014183473,0.007665333,0.000000000,0.004575734
01426,0.756241000,0.062093921,0.198025263,0.169709036,0.392364708,0.045628809,0.041741213,0.018308021,0.001654582,0.000000000,0.006968079
01427,0.781038192,0.082840885,0.152124572,0.222878819,0.355149113,0.047677394,0.059924539,0.012781792,0.004987024,0.000467957,0.009425837
01428,0.764298709,0.080821652,0.189307297,0.214668285,0.325475091,0.048636842,0.055921544,0.011632340,0.005372747,0.000420379,0.007428553
01500,0.691120719,0.160841590,0.085838447,0.273237612,0.160675352,0.105695354,0.074749524,0.053605338,0.013401335,0.000718233,0.002233556
01501,0.741504640,0.162272183,0.084298160,0.282558165,0.172684232,0.094156663,0.088924921,0.036629543,0.005239090,0.000582938,0.007548797
01502,0.633669406,0.180779980,0.108263300,0.305866087,0.146253616,0.077599441,0.065096735,0.047545710,0.007513433,0.000669173,0.000669173
01503,0.708186766,0.242674300,0.072786751,0.285827029,0.158797792,0.075902678,0.075481497,0.030406870,0.009278266,0.000000000,0.001975056
01504,0.637040115,0.146240203,0.108335077,0.260100720,0.189248851,0.112162719,0.060806842,0.051696786,0.007996193,0.000000000,0.006774318
01505,0.644817974,0.112080888,0.110033280,0.274992792,0.224112907,0.089229777,0.067886272,0.038919215,0.006374952,0.000000000,0.005255853
01506,0.715485276,0.204919753,0.063193252,0.306483447,0.151433357,0.095946556,0.069987517,0.031673975,0.010366545,0.000000000,0.012439854
01507,0.669584495,0.182649138,0.102324677,0.272460952,0.185542826,0.089539211,0.078014375,0.023594879,0.009800910,0.000000000,0.009387526
01508,0.792965159,0.163637085,0.120427792,0.293588308,0.156026270,0.095740689,0.056557960,0.028115782,0.011237772,0.000000000,0.007638268
01509,0.648555091,0.179758296,0.081782145,0.282924731,0.149951354,0.109892496,0.067103814,0.033766996,0.016173905,0.000000000,0.006163210
01510,0.662337794,0.159397167,0.071732315,0.245877176,0.159587908,0.133187023,0.089314205,0.058795545,0.006628833,0.000000000,0.002369684
01511,0.641301895,0.128186354,0.104384338,0.256924960,0.197631022,0.138688030,0.056514869,0.034178990,0.006274283,0.000552251,0.004241644
01512,0.586499702,0.118350664,0.123774423,0.265136404,0.216919967,0.081967268,0.060434238,0.028985214,0.007725565,0.000000000,0.007013423
01513,0.700894918,0.092178010,0.169206092,0.203235096,0.338339530,0.049525438,0.045414852,0.027856138,0.010477664,0.000000000,0.005285638
01514,0.688683693,0.095009685,0.166120353,0.201186057,0.300777348,0.069001644,0.056714965,0.025664030,0.010894996,0.000000000,0.009139757
01515,0.651171076,0.105095069,0.126535704,0.240511399,0.260650019,0.092318625,0.065407485,0.027505909,0.001407675,0.002382482,0.007309346
01516,0.643391311,0.098695115,0.149072023,0.218457680,0.287461384,0.066330036,0.053888950,0.021677613,0.008090669,0.000000000,0.009846690
01517,0.669694593,0.137262936,0.099645883,0.249922547,0.262628130,0.079131730,0.069480950,0.035085265,0.004207433,0.001140971,0.005086897
01518,0.624540056,0.070459967,0.180683520,0.182791469,0.341694529,0.043223044,0.051251406,0.018159629,0.009979980,0.000000000,0.006828142
01519,0.726497714,0.076266377,0.197421888,0.195690444,0.334500056,0.053575349,0.037549137,0.016523277,0.005426296,0.000000000,0.002775281
01520,0.726995945,0.076672036,0.193187243,0.203449033,0.335394123,0.043602687,0.049277918,0.018456590,0.005936859,0.000646012,0.009412427
01521,0.530799820,0.162639288,0.087439295,0.357234350,0.128255300,0.111234224,0.069329844,0.023661339,0.004400648,0.000000000,0.007143194
01522,0.774148239,0.154537387,0.107196022,0.240102972,0.288659530,0.059325408,0.064777788,0.025953967,0.004173229,0.000000000,0.004752045
01523,0.691961359,0.159191968,0.085820488,0.294530575,0.208791972,0.088537583,0.071503012,0.022741710,0.003650088,0.000000000,0.004305168
01524,0.702886411,0.152861558,0.107331457,0.215380608,0.297995067,0.059852067,0.064303536,0.023508439,0.011149939,0.000000000,0.003356323
01525,0.756437298,0.050928229,0.206084659,0.172711369,0.380960336,0.048073693,0.045384371,0.020216724,0.007805458,0.000000000,0.009018866
01526,0.784375373,0.049636518,0.189222308,0.174012752,0.399651183,0.043114903,0.055292981,0.023158328,0.002077744,0.000894680,0.009479275
01600,0.632782950,0.070740552,0.205814733,0.169607477,0.334868964,0.052640426,0.051055768,0.016259821,0.008558906,0.001141654,0.008275244
01601,0.707026774,0.095265141,0.142777565,0.228430998,0.254371689,0.071170335,0.055354705,0.028693135,0.002435694,0.001758506,0.008934520
01602,0.766675430,0.075790253,0.169299029,0.171978593,0.356991918,0.067257768,0.062573978,0.035872746,0.004226303,0.000000000,0.011596918
01603,0.672776434,0.074391134,0.195941710,0.175970535,0.376374409,0.038739954,0.050044649,0.024346486,0.002659928,0.000000000,0.003099631
01604,0.554898188,0.097380694,0.164755228,0.244361013,0.201243657,0.058516411,0.055700584,0.022145308,0.015135072,0.000000000,0.005426334
01605,0.652853453,0.096581727,0.182163571,0.216257566,0.239937835,0.056220138,0.049807347,0.030257076,0.013027240,0.000000000,0.003928338
01606,0.701137999,0.085157988,0.161772731,0.220302093,0.265992654,0.073665936,0.057878327,0.045084204,0.013336652,0.003599843,0.006136966
01607,0.581454797,0.052206025,0.225353634,0.171635892,0.289696577,0.053756614,0.042539683,0.017488392,0.000885434,0.002176871,0.007489472
01608,0.620031676,0.062995771,0.199360364,0.203820986,0.330338544,0.035790182,0.034569823,0.021377322,0.005344331,0.000000000,0.007448398
01609,0.647515958,0.068030816,0.207531424,0.220259715,0.322839055,0.042321084,0.044511474,0.019513995,0.004878499,0.002741742,0.005590751
01610,0.615876169,0.057745520,0.214605818,0.190100297,0.328801641,0.040822911,0.048952169,0.019209258,0.008188132,0.000000000,0.007406291
01611,0.658049597,0.060928663,0.203216936,0.187947065,0.338401832,0.040448054,0.056832541,0.012952353,0.007866688,0.000000000,0.003833102
01612,0.597418089,0.060572390,0.239610132,0.176842147,0.314350448,0.039193703,0.046177563,0.011715400,0.002679426,0.000000000,0.009349630
01613,0.681425280,0.056384214,0.179644728,0.202399403,0.374449680,0.028399081,0.047696292,0.019208686,0.006649352,0.001093471,0.009101870
01614,0.743587558,0.089222063,0.158148423,0.222242602,0.285705616,0.080461289,0.070233194,0.019436619,0.007000797,0.000000000,0.006713536
01615,0.573527917,0.069785029,0.188964444,0.210684709,0.314097716,0.048148447,0.056634475,0.014269421,0.002786318,0.000000000,0.003567355
01616,0.706638741,0.063945735,0.220341157,0.143402554,0.386326553,0.039065374,0.045635373,0.016448578,0.006302145,0.000000000,0.009088217
01617,0.685000323,0.067430468,0.188305375,0.180969782,0.370704142,0.037620846,0.045052822,0.021499721,0.003310551,0.000000000,0.006107756
01618,0.652493031,0.090560860,0.150782447,0.219617329,0.344891759,0.036861789,0.054596395,0.011552895,0.005860053,0.000569284,0.011144440
01619,0.705546719,0.099392092,0.131191078,0.233792424,0.334698171,0.049640239,0.055014479,0.021651382,0.004388071,0.000585586,0.010733190
01620,0.617133939,0.070723578,0.239320743,0.167275729,0.361847981,0.025245339,0.040702474,0.014409003,0.009788204,0.000000000,0.003417700
01621,0.528903688,0.076685385,0.213340103,0.190444058,0.302104873,0.024225580,0.034911960,0.017731574,0.003868343,0.000000000,0.003684613
01622,0.581311042,0.093812444,0.173317804,0.188429875,0.251121844,0.086036607,0.066094612,0.025536944,0.007296270,0.000000000,0.010944404
01623,0.674630251,0.080531438,0.186072554,0.214524692,0.348227617,0.032924570,0.051536664,0.013966847,0.005391804,0.000000000,0.011357352
01624,0.567862293,0.085094307,0.165818498,0.219801737,0.293422123,0.050606330,0.067490872,0.025993681,0.002989084,0.000000000,0.009771278
01625,0.638257523,0.097565294,0.163081009,0.200099602,0.267463479,0.055511288,0.072919433,0.019676848,0.004581673,0.000000000,0.012804338
01700,0.662114157,0.076445899,0.163989698,0.197119546,0.336816963,0.040719609,0.061230663,0.014202707,0.002293944,0.000000000,0.012954903
01701,0.759918520,0.058471425,0.216839249,0.153065192,0.390650218,0.039415512,0.051007526,0.029492055,0.008169674,0.000000000,0.003550179
01702,0.644221753,0.077483989,0.190621722,0.204271545,0.302719342,0.055530967,0.062639143,0.014639037,0.002859204,0.000000000,0.010281627
01703,0.722430462,0.100565110,0.163165397,0.221025923,0.287324158,0.046055911,0.067486096,0.013485146,0.005394058,0.000000000,0.006772756
01704,0.716784287,0.053361976,0.173440745,0.197400644,0.391034730,0.045657000,0.051607590,0.013734336,0.004883638,0.000000000,0.011471536
01705,0.812945157,0.045450167,0.197687360,0.179783397,0.401859957,0.037199148,0.053128645,0.015207132,0.002718235,0.001273504,0.011803987
01706,0.752741659,0.053153743,0.139004824,0.204247527,0.418813059,0.039691980,0.056665507,0.021865631,0.004068170,0.000000000,0.008194117
01707,0.765368687,0.053480591,0.140058235,0.186111862,0.399235602,0.048735965,0.059031283,0.021246649,0.008383082,0.000000000,0.009945609
01708,0.694314181,0.067306317,0.152812139,0.187618385,0.372581522,0.041982279,0.060515599,0.019452737,0.000652367,0.000000000,0.003980963
01709,0.703858464,0.056589791,0.170783753,0.194240634,0.364467267,0.035760838,0.059047779,0.016144235,0.006958752,0.001259653,0.010199863
01710,0.649744722,0.070002982,0.183521212,0.181768616,0.327697448,0.045871533,0.068824840,0.015289536,0.004117650,0.000000000,0.010008361
01711,0.708736620,0.087854582,0.159687209,0.193497907,0.340871127,0.050384870,0.064490124,0.008596848,0.006759692,0.000000000,0.014123611
01712,0.644137473,0.100407729,0.158096964,0.197473171,0.278806551,0.037154281,0.073188200,0.021644037,0.003124230,0.001227511,0.005020950
01713,0.625495963,0.124369410,0.126225754,0.226017730,0.273656347,0.073531079,0.072873565,0.032141683,0.008244437,0.000000000,0.003534140
01714,0.604045430,0.108199758,0.148374335,0.227535572,0.248384278,0.058061343,0.079192636,0.014893428,0.008639863,0.000000000,0.007813031
01715,0.595890843,0.129676945,0.115057181,0.237712960,0.237350149,0.084810980,0.073405419,0.036214703,0.006944515,0.000000000,0.010828130
01716,0.647069335,0.139368216,0.118529090,0.254097702,0.223256044,0.064438802,0.083066125,0.015087206,0.002514534,0.000852594,0.004219722
01717,0.639853410,0.133289121,0.119893891,0.256419973,0.200575811,0.088103246,0.070818399,0.015463728,0.006352866,0.004937024,0.006316022
01718,0.534431192,0.101235708,0.161469953,0.288700851,0.194907278,0.036835959,0.042936071,0.022640128,0.002710192,0.000000000,0.003355061
01719,0.529132912,0.104763050,0.129026614,0.272432042,0.173267435,0.071500426,0.061211101,0.016850001,0.009862882,0.000000000,0.000820084
01720,0.683178509,0.136267055,0.121953460,0.231781693,0.237105135,0.056500199,0.073811101,0.018080982,0.010828807,0.000648209,0.013398684
01721,0.614299467,0.101394231,0.096918706,0.196464161,0.292736014,0.039707168,0.113850524,0.017736014,0.005354021,0.001118881,0.009506119
01722,0.619519507,0.104203092,0.127304516,0.228582062,0.246871051,0.067071165,0.071961501,0.009443108,0.008465041,0.000000000,0.000978067
01723,0.690873618,0.111347423,0.129707819,0.259501966,0.252842938,0.080712755,0.057804444,0.020342016,0.003492360,0.001126188,0.009551016
01724,0.674265451,0.106981675,0.122455179,0.273241253,0.200138865,0.105562030,0.047455799,0.019459667,0.010495450,0.000000000,0.008040519
01725,0.609676337,0.111180288,0.149688216,0.253731890,0.196448540,0.057630048,0.072704100,0.021810253,0.009993213,0.002224241,0.011121203
02101,0.700716846,0.129653402,0.156611040,0.204107831,0.255455712,0.046213094,0.079589217,0.015404365,0.001283697,0.002567394,0.002567394
02102,0.628640777,0.119422572,0.139107612,0.255905512,0.221784777,0.060367454,0.090551181,0.020997375,0.003937008,0.000000000,0.005249344
02103,0.631878558,0.133640553,0.122887865,0.264208909,0.225806452,0.035330261,0.072196621,0.023041475,0.006144393,0.000000000,0.003072197
02104,0.623611111,0.086363636,0.100000000,0.268181818,0.263636364,0.038636364,0.129545455,0.011363636,0.006818182,0.000000000,0.013636364
02105,0.601371205,0.092409241,0.169966997,0.293729373,0.212871287,0.041254125,0.074257426,0.014851485,0.001650165,0.003300330,0.006600660
02106,0.604067797,0.117106774,0.154994259,0.265212400,0.254879449,0.027554535,0.055109070,0.011481056,0.004592423,0.000000000,0.004592423
02107,0.752233334,0.114453355,0.070641236,0.226584512,0.370127256,0.022494349,0.125058055,0.007384587,0.001579094,0.000000000,0.012911416
02108,0.864142767,0.124869172,0.065639867,0.210989534,0.343910561,0.024940533,0.164010466,0.002771170,0.005542341,0.000000000,0.018791627
02109,0.818916734,0.059535822,0.146316852,0.186680121,0.463168517,0.021190716,0.064581231,0.010090817,0.005045409,0.000000000,0.008072654
02110,0.829246140,0.083885210,0.124724062,0.216335541,0.420529801,0.029801325,0.068432671,0.012141280,0.009933775,0.000000000,0.009933775
