ID;Wahlbeteil;displayValue
04223;0,818816054;0,668097276
04224;0,913447101;0,841447636
04226;0,857808006;0,739524880
04213;0,8926217;0,803298521
04301;0,773653642;0,585366285
04302;0,836301118;0,700127379
04303;0,824093889;0,677765505
04304;0,866757551;0,755919149
04305;0,867472967;0,757229687
04306;0,855434866;0,735177632
04307;0,835415912;0,698505810
04308;0,836392382;0,700294561
04309;0,818524454;0,667563108
04310;0,850797675;0,726682970
04311;0,837276453;0,701914051
04312;0,840165211;0,707205837
04313;0,842161197;0,710862194
04314;0,858959285;0,741633856
04315;0,854463708;0,733398611
04316;0,830704605;0,689875378
04317;0,865924478;0,754393080
04318;0,91286747;0,840385836
04319;0,892031594;0,802217532
04320;0,837564526;0,702441759
04321;0,843783288;0,713833630
04322;0,901472438;0,819511790
04323;0,816472541;0,663804300
04324;0,829643863;0,687932253
04325;0,721778047;0,490337715
04326;0,817502668;0,665691344
04327;0,846398186;0,718623744
04328;0,823349246;0,676401427
04329;0,853087994;0,730878502
04401;0,8267056;0,682549781
04402;0,777844282;0,593042930
04404;0,821978738;0,673890855
04405;0,827390535;0,683804483
04406;0,788854094;0,613211309
04407;0,804017023;0,640987597
04408;0,753195778;0,547890444
04409;0,828229924;0,685342122
04410;0,793386867;0,621514692
04411;0,820148299;0,670537756
04412;0,823829992;0,677282084
04413;0,832211864;0,692636458
04414;0,857982851;0,739845171
04415;0,797223222;0,628542338
04416;0,783326298;0,603085188
04417;0,8459724;0,717843766
04418;0,846365867;0,718564540
04419;0,846077134;0,718035623
04420;0,72989356;0,505204158
04421;0,792270908;0,619470417
04422;0,854178655;0,732876435
04423;0,762903782;0,565674100
04424;0,824376239;0,678282729
04425;0,825224176;0,679836027
04426;0,856523773;0,737172351
04427;0,78961517;0,614605490
04428;0,867890286;0,757994155
04429;0,808843537;0,649829071
04403;0,82794079;0,684812470
04501;0,845868092;0,717652688
04502;0,832521086;0,693202908
04503;0,833071421;0,694211042
04504;0,788167235;0,611953083
04505;0,807167297;0,646758442
04506;0,848605539;0,722667295
04507;0,795888106;0,626096599
04508;0,844441831;0,715039985
04509;0,824509446;0,678526745
04510;0,822149817;0,674204247
04511;0,758794303;0,558146130
04512;0,797428813;0,628918951
04513;0,806251125;0,645080148
04514;0,846844055;0,719440511
04515;0,818816054;0,668097276
04516;0,859294407;0,742247751
04517;0,808690404;0,649548554
04518;0,798591659;0,631049117
04519;0,798109406;0,630165699
04520;0,846232556;0,718320334
04521;0,777469206;0,592355845
04522;0,845225416;0,716475399
04523;0,85893015;0,741580485
04524;0,837981053;0,703204776
04525;0,84910687;0,723585660
04526;0,746587141;0,535784379
04528;0,832828386;0,693765837
04527;0,812321533;0,656200255
04601;0,848351054;0,722201115
04602;0,841553487;0,709748958
04603;0,744962383;0,532808057
04604;0,77686406;0,591247305
04605;0,841827694;0,710251265
04606;0,820631255;0,671422462
04607;0,825335054;0,680039139
04608;0,796705338;0,627593650
04609;0,825362408;0,680089248
04610;0,868372121;0,758876807
04611;0,883156724;0,785960057
04612;0,826233225;0,681684458
04613;0,849110687;0,723592652
04614;0,817300427;0,665320867
04615;0,833995426;0,695903685
04616;0,882456604;0,784677538
04617;0,821399333;0,672829469
04618;0,825320451;0,680012389
04619;0,831871917;0,692013725
04620;0,830655783;0,689785944
04621;0,834669678;0,697138817
04622;0,844048762;0,714319940
04623;0,814288121;0,659802760
04624;0,874479422;0,770064497
04625;0,853571415;0,731764059
04626;0,817356708;0,665423966
04627;0,756192485;0,553379976
04701;0,824026938;0,677642861
04702;0,804661526;0,642168233
04703;0,8193813;0,669132725
04704;0,831105362;0,690609507
04705;0,867121149;0,756585208
04706;0,914400651;0,843194402
04707;0,830013559;0,688609482
04708;0,840317649;0,707485081
04709;0,791763655;0,618541203
04710;0,889576731;0,797720579
04711;0,852128672;0,729121163
04712;0,872329048;0,766125324
04713;0,882495074;0,784748010
04714;0,855726334;0,735711559
04715;0,809226657;0,650530891
04716;0,866685387;0,755786955
04717;0,907113482;0,829845364
04718;0,85621789;0,736612018
04719;0,789453139;0,614308673
04720;0,82869831;0,686200137
04721;0,84753685;0,720709611
04722;0,86366782;0,750259210
04723;0,825627869;0,680575534
04724;0,830288855;0,689113785
04725;0,816510765;0,663874321
04726;0,891326124;0,800925213
04727;0,85897989;0,741671602
04801;0,824470267;0,678454975
04802;0,83774814;0,702778113
04803;0,789830018;0,614999060
04804;0,814089385;0,659438704
04805;0,783871938;0,604084722
04806;0,827751196;0,684465161
04807;0,80452479;0,641917753
04225;0,665507495;0,387258221
05101;0,714421934;0,476862382
05102;0,812550575;0,656619827
05103;0,864693889;0,752138819
05104;0,675316035;0,405226044
05105;0,875734912;0,772364373
05106;0,81577367;0,662524070
05107;0,751947551;0,545603873
05108;0,68477193;0,422547873
05109;0,63760218;0,336139729
05110;0,763134359;0,566096483
05111;0,763109069;0,566050156
05112;0,821093993;0,672270130
05113;0,815570769;0,662152385
05114;0,766337988;0,571965067
05115;0,712943785;0,474154628
05116;0,741533109;0,526526125
05117;0,666801242;0,389628178
05118;0,744700152;0,532327688
05119;0,769799889;0,578306768
05120;0,723909123;0,494241537
05121;0,754214011;0,549755699
05122;0,652256888;0,362985030
05123;0,791136045;0,617391513
05124;0,778340048;0,593951101
05125;0,687614893;0,427755769
05126;0,634188593;0,329886533
05127;0,672795151;0,400608150
05128;0,508320975;0,099315303
05129;0,714776911;0,477512649
05130;0,680227935;0,414223933
05131;0,81637153;0,663619263
05132;0,647222222;0,353762252
05133;0,78141821;0,599589848
05201;0,728924429;0,503428851
05202;0,7202681;0,487571711
05203;0,641671159;0,343593509
05204;0,696951045;0,444858246
05205;0,698433657;0,447574177
05206;0,669093115;0,393826557
05207;0,597910887;0,263431034
05208;0,679537477;0,412959114
05209;0,771615945;0,581633519
05210;0,638426948;0,337650585
05211;0,761169812;0,562497718
05212;0,758322364;0,557281606
05213;0,820299826;0,670815332
05214;0,654524628;0,367139201
05215;0,644632897;0,349018983
05216;0,778945386;0,595059993
05217;0,712424286;0,473202981
05218;0,791785051;0,618580398
05219;0,778359735;0,593987165
05220;0,73769488;0,519495045
05221;0,750058818;0,542143988
05222;0,768914609;0,576685063
05223;0,730877868;0,507007268
05224;0,718398543;0,484146953
05225;0,683887164;0,420927110
05226;0,755865463;0,552780919
05227;0,688288896;0,428990445
05228;0,765241832;0,569957068
05229;0,65166332;0,361897699
05230;0,71649049;0,480651677
05301;0,750277982;0,542545464
05302;0,675916315;0,406325670
05303;0,847294656;0,720265947
05304;0,830485152;0,689473372
05305;0,692459994;0,436631292
05306;0,791905743;0,618801488
05307;0,650782172;0,360283564
05308;0,759967678;0,560295583
05309;0,657578429;0,372733321
05310;0,731698843;0,508511175
05311;0,773501228;0,585087084
05312;0,751904403;0,545524832
05313;0,737270868;0,518718317
05314;0,786833615;0,609510085
05315;0,872605198;0,766631191
05316;0,759811005;0,560008580
05317;0,674809413;0,404297986
05318;0,773551634;0,585179421
05319;0,603086383;0,272911793
05320;0,659715762;0,376648606
05321;0,717727944;0,482918513
05322;0,73331138;0,511465109
05323;0,72834405;0,502365680
05325;0,756771069;0,554439858
05326;0,69349983;0,438536121
05327;0,814255677;0,659743327
05328;0,757587969;0,555936301
05329;0,752897335;0,547343739
05330;0,706518766;0,462384924
05331;0,742342511;0,528008832
05332;0,746898913;0,536355500
05401;0,818584486;0,667673077
05402;0,81989389;0,670071716
05403;0,840275442;0,707407764
05404;0,838629725;0,704393049
05405;0,872356953;0,766176442
05406;0,762647004;0,565203719
05407;0,855540882;0,735371837
05408;0,589499606;0,248022787
05409;0,840684743;0,708157544
05410;0,697036887;0,445015496
05411;0,737310009;0,518790018
05412;0,722428248;0,491528789
05413;0,73174948;0,508603935
05414;0,72599706;0,498066335
05415;0,671839856;0,398858188
05416;0,855153804;0,734662767
05417;0,862828916;0,748722459
05418;0,63239645;0,326603586
05419;0,871142345;0,763951456
05420;0,885001063;0,789338618
05421;0,652155811;0,362799871
05422;0,617047335;0,298486233
05423;0,73884577;0,521603309
05424;0,732712437;0,510367932
05425;0,782190072;0,601003787
05426;0,803823879;0,640633785
05427;0,643086407;0,346186038
05428;0,86019956;0,743905860
05429;0,843294713;0,712938631
05430;0,832117192;0,692463033
05501;0,760083489;0,560507732
05502;0,774896019;0,587642139
05503;0,883203933;0,786046537
05504;0,8612634;0,745854661
05505;0,84151524;0,709678895
05506;0,858026691;0,739925479
05507;0,865371003;0,753379194
05508;0,882282502;0,784358609
05509;0,87794536;0,776413593
05510;0,857695083;0,739318021
05511;0,88641712;0,791932630
05512;0,892327967;0,802760444
05513;0,895511261;0,808591777
05514;0,627126346;0,316949520
05515;0,851537247;0,728037759
05516;0,8279077;0,684751854
05517;0,734210894;0,513112888
05518;0,90263401;0,821639621
05519;0,756231079;0,553450675
05520;0,708490999;0,465997769
05521;0,614996302;0,294729038
05522;0,858088739;0,740039142
05523;0,878751298;0,777889955
05524;0,918115208;0,849998932
05525;0,888167524;0,795139116
05526;0,805871011;0,644383834
05527;0,552609883;0,180446162
05528;0,831645228;0,691598463
05529;0,900612404;0,817936332
05530;0,753719282;0,548849427
05531;0,881188272;0,782354138
05532;0,928615364;0,869233695
05134;0,660088874;0,377332093
05135;0,688510853;0,429397038
05324;0,681586688;0,416712972
05333;0,725083357;0,496392564
06101;0,897296126;0,811861391
06102;0,887750603;0,794375377
06103;0,835922492;0,699433791
06104;0,872467562;0,766379061
06105;0,839585949;0,706144713
06106;0,770660032;0,579882425
06107;0,860860708;0,745116988
06108;0,88166941;0,783235513
06109;0,831525012;0,691378245
06110;0,841398245;0,709464577
06111;0,871526106;0,764654451
06112;0,809668247;0,651339820
06113;0,749642894;0,541382075
06114;0,832395482;0,692972820
06115;0,820468514;0,671124344
06116;0,895356768;0,808308769
06117;0,870638069;0,763027695
06118;0,872250749;0,765981891
06119;0,836509991;0,700510004
06120;0,881024741;0,782054573
06121;0,860749236;0,744912787
06122;0,87120769;0,764071159
06123;0,866287723;0,755058492
06124;0,863515174;0,749979584
06125;0,865973416;0,754482727
06126;0,853338045;0,731336559
06201;0,852542219;0,729878722
06202;0,84402369;0,714274011
06203;0,801684551;0,636714846
06204;0,854672308;0,733780736
06205;0,79082873;0,616828556
06206;0,84655365;0,718908531
06207;0,818000953;0,666604130
06208;0,806659657;0,645828519
06209;0,826046199;0,681341854
06210;0,862328338;0,747805473
06211;0,84057971;0,707965139
06212;0,860521428;0,744495476
06213;0,788576472;0,612702746
06214;0,875017253;0,771049726
06215;0,822813547;0,675420104
06216;0,846249117;0,718350671
06217;0,83966193;0,706283899
06218;0,718410125;0,484168170
06219;0,842960668;0,712326709
06220;0,838987346;0,705048159
06221;0,840638965;0,708073686
06222;0,765996294;0,571339133
06223;0,839673512;0,706305116
06224;0,816170312;0,663250661
06225;0,816100438;0,663122662
06301;0,833395208;0,694804173
06302;0,876566125;0,773887035
06303;0,836995144;0,701398734
06304;0,898674981;0,814387254
06305;0,820726933;0,671597730
06306;0,8087394;0,649638307
06307;0,886740523;0,792525057
06308;0,914291057;0,842993641
06309;0,843449083;0,713221415
06310;0,904359162;0,824799849
06311;0,884335083;0,788118640
06312;0,904746945;0,825510212
06313;0,853266555;0,731205600
06314;0,811062246;0,653893424
06315;0,876425468;0,773629371
06316;0,813982136;0,659242239
06317;0,829422676;0,687527070
06318;0,825039372;0,679497493
06319;0,89101138;0,800348648
06320;0,891448338;0,801149092
06321;0,784774171;0,605737482
06322;0,85768371;0,739297188
06323;0,890283426;0,799015142
06324;0,909572247;0,834349465
06325;0,868918323;0,759877370
06326;0,893634124;0,805153135
06327;0,891989664;0,802140722
06401;0,86225507;0,747671257
06402;0,83383223;0,695604734
06403;0,819848361;0,669988313
06404;0,874922207;0,770875615
06405;0,893397265;0,804719243
06406;0,82568001;0,680671049
06407;0,808333634;0,648895003
06408;0,839397717;0,705799899
06409;0,859260524;0,742185682
06410;0,753482854;0,548416325
06411;0,841038373;0,708805343
06412;0,820155576;0,670551087
06413;0,735120238;0,514778675
06414;0,690874302;0,433726534
06415;0,753312333;0,548103955
06416;0,88485368;0,789068634
06417;0,830699786;0,689866551
06418;0,896542642;0,810481118
06419;0,799197986;0,632159820
06420;0,769390863;0,577557492
06421;0,828282744;0,685438880
06422;0,884794046;0,788959393
06423;0,896443995;0,810300411
06503;0,828762706;0,686318101
06504;0,877765989;0,776085012
06505;0,87562272;0,772158854
06506;0,785607238;0,607263540
06507;0,782496445;0,601565018
06508;0,766203614;0,571718913
06509;0,831597768;0,691511524
06510;0,862106893;0,747399818
06511;0,83375178;0,695457361
06512;0,751632374;0,545026514
06513;0,788201163;0,612015234
06514;0,900691784;0,818081745
06515;0,84850515;0,722483396
06516;0,756454555;0,553860051
06517;0,750683778;0,543288824
06518;0,732292446;0,509598570
06519;0,814419455;0,660043344
06520;0,860635976;0,744705311
06521;0,869899471;0,761674691
06522;0,765113093;0,569721237
06523;0,77217892;0,582664808
06524;0,73261783;0,510194626
06525;0,679532419;0,412949849
06601;0,896356275;0,810139721
06602;0,886533552;0,792145916
06603;0,890417475;0,799260700
06604;0,906874389;0,829407381
06605;0,886775215;0,792588608
06606;0,841240669;0,709175920
06607;0,894554665;0,806839432
