ID,Wahlbeteiligung,SPD,Gruen,CDU,LINKE,AfD,FDP,PMUT,FW,Volt,MLPD,BSW
09101,0.860357256,0.117394321,0.266687021,0.060997160,0.405334592,0.064209387,0.018838528,0.005719467,0.000442236,0.007458806,0.000000000,0.039357184
09102,0.867829314,0.110964037,0.211891810,0.091245089,0.350770626,0.112269568,0.017328498,0.009833787,0.000000000,0.004602599,0.000000000,0.071350861
09103,0.856479593,0.108755795,0.243778348,0.074433982,0.398367659,0.072200649,0.020507770,0.008224437,0.001700093,0.008224437,0.000000000,0.049823404
09104,0.885469572,0.123700526,0.319511129,0.080372319,0.322878187,0.072835289,0.011839741,0.007210036,0.003506273,0.011774990,0.000000000,0.035192230
09105,0.844473540,0.119038945,0.252696976,0.063093709,0.360790781,0.100435274,0.015669882,0.006350789,0.000000000,0.007340224,0.000000000,0.054445744
09106,0.881367818,0.114976581,0.301015046,0.074197413,0.345392503,0.057663448,0.019600296,0.013415736,0.002110535,0.006790041,0.000000000,0.055111776
09107,0.831469896,0.121789066,0.281330387,0.069725735,0.340506986,0.079266452,0.026430202,0.010422328,0.003200367,0.008816106,0.000000000,0.047280896
09108,0.878349936,0.112368247,0.268047665,0.074673876,0.352111541,0.081849405,0.013507194,0.016361281,0.001424356,0.004971809,0.001424356,0.057619229
09109,0.858469096,0.126214657,0.263718885,0.082582981,0.353477828,0.052791312,0.031802766,0.010823362,0.000000000,0.010320587,0.001499182,0.050451126
09110,0.812560496,0.133267957,0.280600918,0.111457667,0.274589922,0.077720725,0.021501569,0.009960820,0.002292714,0.013910643,0.003005498,0.059360855
09111,0.808363726,0.074929073,0.255017835,0.057753658,0.454118450,0.053645214,0.018894134,0.003437437,0.000000000,0.011807362,0.001930616,0.047005780
09112,0.883583473,0.135045350,0.282365294,0.093761834,0.300771400,0.077369800,0.019649604,0.013104697,0.002606057,0.007847936,0.000000000,0.057009153
09113,0.907977071,0.120407887,0.260604509,0.095888841,0.312825404,0.105895552,0.019081942,0.009554363,0.002398635,0.009540971,0.000000000,0.056619383
09114,0.811948388,0.121819906,0.187686705,0.126229336,0.290898214,0.134984236,0.016836347,0.013713628,0.004894768,0.004304085,0.002742726,0.085995169
09115,0.735972750,0.133264037,0.093703679,0.131504979,0.254663657,0.237079225,0.032419566,0.015726965,0.005621606,0.009311938,0.000965637,0.071943021
09116,0.768459919,0.132495433,0.079808002,0.109847942,0.282081706,0.247765698,0.019007236,0.023314647,0.007141706,0.003779059,0.000944765,0.081809471
09117,0.772011711,0.120656667,0.100229070,0.103388655,0.270890564,0.235889379,0.022551541,0.016614153,0.005011453,0.004875416,0.000789896,0.101699155
09118,0.726323387,0.132759626,0.119915810,0.112444402,0.286871054,0.199867341,0.022394124,0.028630826,0.005831833,0.007382394,0.000000000,0.063182498
09119,0.815177423,0.120576243,0.116505096,0.116812998,0.315714503,0.170210648,0.025275945,0.021895245,0.003072799,0.011715822,0.000000000,0.086389804
09120,0.803381452,0.118911947,0.127653969,0.118278809,0.312479108,0.163982713,0.020158166,0.015446991,0.005100496,0.010346496,0.000000000,0.097440314
09121,0.809779077,0.119315171,0.223937920,0.078349369,0.360086972,0.095375938,0.024372780,0.016737538,0.008465113,0.016785710,0.000000000,0.041795672
